timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1537690998829,823,post_logout,200,OK,login_make_delete_logout 1-7,,true,,251,314,10,10,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,823,0,0
1537690999654,167,get_login,200,OK,login_make_delete_logout 1-7,text,true,,1371,133,10,10,http://eds_university.eleks.com/login,167,0,85
1537690999589,2651,post_login,200,OK,login_make_delete_logout 1-5,text,true,,461,278,10,10,http://193.105.219.194:8080/api/gds-release/v1/auth/login,2651,0,101
1537690953739,48544,get_product_list,200,OK,login_make_delete_logout 1-8,text,true,,1105320,217,10,10,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,934,0,40
1537690999823,3949,post_login,200,OK,login_make_delete_logout 1-7,text,true,,461,278,10,10,http://193.105.219.194:8080/api/gds-release/v1/auth/login,3948,0,1137
1537691002241,2621,get_product_family,200,OK,login_make_delete_logout 1-5,text,true,,8609,247,10,10,http://193.105.219.194:8080/api/gds-release/v1/product-family,2621,0,128
1537691002317,2744,delete_product,200,OK,login_make_delete_logout 1-8,text,true,,300,287,10,10,http://193.105.219.194:8080/api/gds-release/v1/products/4235,2744,0,124
1537690953936,51675,get_product_list,200,OK,login_make_delete_logout 1-2,text,true,,1105320,217,10,10,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,4028,0,3043
1537691005062,1227,post_logout,200,OK,login_make_delete_logout 1-8,,true,,251,314,10,10,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,1227,0,138
1537691003773,2618,get_product_family,200,OK,login_make_delete_logout 1-7,text,true,,8609,247,10,10,http://193.105.219.194:8080/api/gds-release/v1/product-family,2618,0,98
1537691006293,268,get_login,200,OK,login_make_delete_logout 1-8,text,true,,1371,133,10,10,http://eds_university.eleks.com/login,268,0,137
1537691005644,1327,delete_product,200,OK,login_make_delete_logout 1-2,text,true,,300,287,10,10,http://193.105.219.194:8080/api/gds-release/v1/products/6425,1327,0,115
1537691006972,1250,post_logout,200,OK,login_make_delete_logout 1-2,,true,,251,314,10,10,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,1250,0,0
1537691008225,165,get_login,200,OK,login_make_delete_logout 1-2,text,true,,1371,133,10,10,http://eds_university.eleks.com/login,165,0,86
1537691006563,2197,post_login,200,OK,login_make_delete_logout 1-8,text,true,,461,278,10,10,http://193.105.219.194:8080/api/gds-release/v1/auth/login,2197,0,127
1537690960291,49810,get_product_list,200,OK,login_make_delete_logout 1-6,text,true,,1105320,217,10,10,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,1740,0,521
1537690952402,57749,get_product_list,200,OK,login_make_delete_logout 1-4,text,true,,1105320,217,10,10,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,3773,0,3040
1537691008392,2580,post_login,200,OK,login_make_delete_logout 1-2,text,true,,461,278,10,10,http://193.105.219.194:8080/api/gds-release/v1/auth/login,2580,0,98
1537691008761,2859,get_product_family,200,OK,login_make_delete_logout 1-8,text,true,,8609,247,10,10,http://193.105.219.194:8080/api/gds-release/v1/product-family,2859,0,119
1537691010192,3020,delete_product,200,OK,login_make_delete_logout 1-4,text,true,,300,287,10,10,http://193.105.219.194:8080/api/gds-release/v1/products/2447,3019,0,108
1537691010973,3007,get_product_family,200,OK,login_make_delete_logout 1-2,text,true,,8609,247,10,10,http://193.105.219.194:8080/api/gds-release/v1/product-family,2798,0,77
1537691010139,5432,delete_product,200,OK,login_make_delete_logout 1-6,text,true,,300,287,10,10,http://193.105.219.194:8080/api/gds-release/v1/products/7182,5432,0,3091
1537691013214,3268,post_logout,200,OK,login_make_delete_logout 1-4,,true,,251,314,10,10,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,3268,0,1138
1537691015572,1199,post_logout,200,OK,login_make_delete_logout 1-6,,true,,251,314,10,10,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,1199,0,117
